Number,Name,Theme,Subtheme,Year,Pieces,Minifigs,Availability,Retired,ReleasedDate,RetiredDate,Retail,Paid,Value,Growth,Condition,Date,Notes,Collection,Status,URL
40182-1,Bricktober Fire Station,Promotional,Toys R Us,2014,175,0,RetailLimited,True,01/01/2014,01/01/2016,"17;59 €","17;59 €","26;77 €",52.18,New,,,Default,Owned,https://www.brickeconomy.com/set/40182-1/lego-bricktober-fire-station
40183-1,Bricktober Town Hall,Promotional,Toys R Us,2014,186,0,RetailLimited,True,01/01/2014,01/01/2016,"17;59 €","17;59 €","22;00 €",25.06,New,,,Default,Owned,https://www.brickeconomy.com/set/40183-1/lego-bricktober-town-hall
40190-1,Ferrari F138,Racers,Ferrari Shell V-Power,2014,41,0,Promotional,True,01/09/2014,01/01/2015,"5;24 €","5;24 €","7;22 €",37.82,New,,,Default,Owned,https://www.brickeconomy.com/set/40190-1/lego-ferrari-shell-v-power-ferrari-f138
40191-1,Ferrari F12 Berlinetta,Racers,Ferrari Shell V-Power,2014,46,0,Promotional,True,01/08/2014,01/11/2014,"5;24 €","5;24 €","6;02 €",14.96,New,,,Default,Owned,https://www.brickeconomy.com/set/40191-1/lego-ferrari-shell-v-power-ferrari-f12-berlinetta
40192-1,Ferrari 250 GTO,Racers,Ferrari Shell V-Power,2014,48,0,Promotional,True,01/09/2014,01/01/2015,"5;24 €","5;24 €","6;48 €",23.70,New,,,Default,Owned,https://www.brickeconomy.com/set/40192-1/lego-ferrari-shell-v-power-ferrari-250-gto
40193-1,Ferrari 512 S,Racers,Ferrari Shell V-Power,2014,51,0,Promotional,True,01/08/2014,01/01/2015,"5;24 €","5;24 €","5;66 €",8.07,New,,,Default,Owned,https://www.brickeconomy.com/set/40193-1/lego-ferrari-shell-v-power-ferrari-512-s
40194-1,Finish Line & Podium,Racers,Ferrari Shell V-Power,2014,64,1,Promotional,True,01/08/2014,01/01/2015,"5;24 €","5;24 €","14;04 €",168.07,New,,,Default,Owned,https://www.brickeconomy.com/set/40194-1/lego-ferrari-shell-v-power-finish-line-podium
40195-1,Shell Station,Racers,Ferrari Shell V-Power,2014,95,1,Promotional,True,01/08/2014,01/01/2015,"9;64 €","9;64 €","21;24 €",120.46,New,,,Default,Owned,https://www.brickeconomy.com/set/40195-1/lego-ferrari-shell-v-power-shell-station
40196-1,Shell Tanker,Racers,Ferrari Shell V-Power,2014,95,0,Promotional,True,01/08/2014,01/01/2015,"5;24 €","5;24 €","8;19 €",56.47,New,,,Default,Owned,https://www.brickeconomy.com/set/40196-1/lego-ferrari-shell-v-power-shell-tanker
41026-1,Sunshine Harvest,Friends,,2014,233,1,Retail,True,02/01/2014,05/11/2015,"19;99 €","19;99 €","25;71 €",28.63,New,,,Default,Owned,https://www.brickeconomy.com/set/41026-1/lego-friends-sunshine-harvest
41027-1,"Mia's Lemonade Stand",Friends,,2014,112,1,Retail,True,02/01/2014,26/12/2014,"9;99 €","9;99 €","15;48 €",54.95,New,,,Default,Owned,https://www.brickeconomy.com/set/41027-1/lego-friends-mias-lemonade-stand
41028-1,"Emma's Lifeguard Post",Friends,Summer,2014,78,1,Retail,True,02/01/2014,07/06/2015,"6;99 €","6;99 €","13;44 €",92.24,New,,,Default,Owned,https://www.brickeconomy.com/set/41028-1/lego-friends-emmas-lifeguard-post
41029-1,"Stephanie's New Born Lamb",Friends,,2014,78,1,Retail,True,02/01/2014,14/01/2015,"9;99 €","9;99 €","11;46 €",14.69,New,,,Default,Owned,https://www.brickeconomy.com/set/41029-1/lego-friends-stephanies-new-born-lamb
41030-1,"Olivia's Ice Cream Bike",Friends,,2014,98,1,Retail,True,02/08/2014,08/06/2015,"6;99 €","6;99 €","13;12 €",87.71,New,,,Default,Owned,https://www.brickeconomy.com/set/41030-1/lego-friends-olivias-ice-cream-bike
41031-1,"Andrea's Mountain Hut",Friends,,2014,119,1,Retail,True,02/08/2014,02/12/2014,"9;99 €","9;99 €","15;17 €",51.86,New,,,Default,Owned,https://www.brickeconomy.com/set/41031-1/lego-friends-andreas-mountain-hut
41032-1,First Aid Jungle Bike,Friends,Jungle Rescue,2014,156,1,Retail,True,02/08/2014,30/11/2015,"10;49 €","10;49 €","17;60 €",67.78,New,,,Default,Owned,https://www.brickeconomy.com/set/41032-1/lego-friends-jungle-rescue-first-aid-jungle-bike
41033-1,Jungle Falls Rescue,Friends,Jungle Rescue,2014,183,1,Retail,True,02/08/2014,30/11/2015,"19;99 €","19;99 €","34;16 €",70.89,New,,,Default,Owned,https://www.brickeconomy.com/set/41033-1/lego-friends-jungle-rescue-jungle-falls-rescue
41034-1,Summer Caravan,Friends,Summer,2014,297,2,Retail,True,02/08/2014,17/10/2015,"24;99 €","24;99 €","30;79 €",23.21,New,,,Default,Owned,https://www.brickeconomy.com/set/41034-1/lego-friends-caravan
41035-1,Heartlake Juice Bar,Friends,,2014,277,2,Retail,True,02/01/2014,28/11/2015,"32;99 €","32;99 €","35;31 €",7.05,New,,,Default,Owned,https://www.brickeconomy.com/set/41035-1/lego-friends-heartlake-juice-bar
41036-1,Jungle Bridge Rescue,Friends,Jungle Rescue,2014,365,2,Retail,True,02/08/2014,27/11/2015,"29;99 €","29;99 €","37;44 €",24.83,New,,,Default,Owned,https://www.brickeconomy.com/set/41036-1/lego-friends-jungle-rescue-jungle-bridge-rescue
41037-1,"Stephanie's Beach House",Friends,Summer,2014,369,2,Retail,True,02/01/2014,17/10/2015,"39;99 €","39;99 €","63;04 €",57.65,New,,,Default,Owned,https://www.brickeconomy.com/set/41037-1/lego-friends-stephanies-beach-house
41038-1,Jungle Rescue Base,Friends,Jungle Rescue,2014,472,2,Retail,True,02/08/2014,29/11/2015,"49;99 €","49;99 €","107;07 €",114.18,New,,,Default,Owned,https://www.brickeconomy.com/set/41038-1/lego-friends-jungle-rescue-base
41039-1,Sunshine Ranch,Friends,,2014,721,2,Retail,True,02/01/2014,11/11/2015,"69;99 €","69;99 €","123;19 €",76.01,New,,,Default,Owned,https://www.brickeconomy.com/set/41039-1/lego-friends-sunshine-ranch
41040-1,Friends Advent Calendar,Friends,Seasonal,2014,228,2,RetailLimited,True,10/10/2014,02/01/2015,"19;99 €","19;99 €","30;79 €",54.03,New,,,Default,Owned,https://www.brickeconomy.com/set/41040-1/lego-friends-advent-calendar
41041-1,"Turtle's Little Paradise",Friends,Animals Series 4,2014,43,0,Retail,True,02/04/2014,04/10/2014,"3;99 €","3;99 €","7;70 €",92.98,New,,,Default,Owned,https://www.brickeconomy.com/set/41041-1/lego-friends-animals-series-4-turtles-little-paradise
41042-1,"Tiger's Beautiful Temple",Friends,Animals Series 4,2014,42,0,Retail,True,02/04/2014,04/10/2014,"3;99 €","3;99 €","6;79 €",70.27,New,,,Default,Owned,https://www.brickeconomy.com/set/41042-1/lego-friends-animals-series-4-tigers-beautiful-temple
41043-1,"Penguin's Playground",Friends,Animals Series 4,2014,46,0,Retail,True,02/04/2014,03/10/2014,"3;99 €","3;99 €","8;58 €",115.04,New,,,Default,Owned,https://www.brickeconomy.com/set/41043-1/lego-friends-animals-series-4-penguins-playground
41044-1,"Macaw's Fountain",Friends,Animals Series 5,2014,39,0,Retail,True,02/05/2014,29/11/2014,"3;99 €","3;99 €","4;62 €",15.79,New,,,Default,Owned,https://www.brickeconomy.com/set/41044-1/lego-friends-animals-series-5-macaws-fountain
41045-1,"Orangutan's Banana Tree",Friends,Animals Series 5,2014,37,0,Retail,True,02/05/2014,25/11/2014,"3;99 €","3;99 €","6;34 €",59.02,New,,,Default,Owned,https://www.brickeconomy.com/set/41045-1/lego-friends-animals-series-5-orangutans-banana-tree
41047-1,"Seal's Little Rock",Friends,Animals Series 6,2014,37,0,Retail,True,10/11/2014,14/01/2015,"3;99 €","3;99 €","5;28 €",32.33,New,,,Default,Owned,https://www.brickeconomy.com/set/41047-1/lego-friends-animals-series-6-seals-little-rock
41048-1,"Lion Cub's Savanna",Friends,Animals Series 6,2014,43,0,Retail,True,10/11/2014,14/01/2015,"3;99 €","3;99 €","6;43 €",61.22,New,,,Default,Owned,https://www.brickeconomy.com/set/41048-1/lego-friends-animals-series-6-lion-cubs-savanna
41049-1,"Panda's Bamboo",Friends,Animals Series 6,2014,47,0,Retail,True,15/10/2014,15/01/2015,"3;99 €","3;99 €","8;62 €",116.14,New,,,Default,Owned,https://www.brickeconomy.com/set/41049-1/lego-friends-animals-series-6-pandas-bamboo
41050-1,"Ariel's Amazing Treasures",Disney Princess,The Little Mermaid,2014,77,1,Retail,True,02/01/2014,09/01/2015,"12;99 €","12;99 €","22;61 €",74.04,New,,,Default,Owned,https://www.brickeconomy.com/set/41050-1/disney-princess-the-little-mermaid-ariels-amazing-treasures
41051-1,"Merida's Highland Games",Disney Princess,Brave,2014,145,1,Retail,True,02/01/2014,11/12/2014,"19;99 €","19;99 €","57;47 €",187.51,New,,,Default,Owned,https://www.brickeconomy.com/set/41051-1/lego-disney-princess-brave-meridas-highland-games
41052-1,"Ariel's Magical Kiss",Disney Princess,The Little Mermaid,2014,250,2,Retail,True,02/01/2014,11/12/2015,"29;99 €","29;99 €","47;28 €",57.66,New,,,Default,Owned,https://www.brickeconomy.com/set/41052-1/lego-disney-princess-the-little-mermaid-ariels-magical-kiss
41053-1,"Cinderella's Dream Carriage",Disney Princess,Cinderella,2014,274,1,Retail,True,02/01/2014,22/12/2015,"29;99 €","29;99 €","31;77 €",5.93,New,,,Default,Owned,https://www.brickeconomy.com/set/41053-1/lego-disney-princess-cinderellas-dream-carriage
41054-1,"Rapunzel's Creativity Tower",Disney Princess,Tangled,2014,299,2,Retail,True,02/01/2014,26/12/2015,"39;99 €","39;99 €","79;12 €",97.85,New,,,Default,Owned,https://www.brickeconomy.com/set/41054-1/lego-disney-princess-tangled-rapunzels-creativity-tower
41055-1,"Cinderella's Romantic Castle",Disney Princess,Cinderella,2014,646,2,Retail,True,02/01/2014,06/12/2016,"69;99 €","69;99 €","96;32 €",37.61,New,,,Default,Owned,https://www.brickeconomy.com/set/41055-1/lego-disney-princess-cinderellas-romantic-castle
41056-1,Heartlake News Van,Friends,,2014,278,2,Retail,True,02/01/2014,07/12/2015,"24;99 €","24;99 €","30;72 €",22.93,New,,,Default,Owned,https://www.brickeconomy.com/set/41056-1/lego-friends-heartlake-news-van
41057-1,Heartlake Horse Show,Friends,,2014,355,2,Retail,True,02/01/2014,30/11/2015,"39;99 €","39;99 €","51;37 €",28.45,New,,,Default,Owned,https://www.brickeconomy.com/set/41057-1/lego-friends-heartlake-horse-show
41058-1,Heartlake Shopping Mall,Friends,,2014,1120,4,Retail,True,02/08/2014,27/11/2015,"99;99 €","99;99 €","136;38 €",36.40,New,,,Default,Owned,https://www.brickeconomy.com/set/41058-1/lego-friends-heartlake-shopping-mall
41059-1,Jungle Tree Sanctuary,Friends,Jungle Rescue,2014,320,1,Retail,True,02/08/2014,05/12/2015,"29;99 €","29;99 €","58;76 €",95.92,New,,,Default,Owned,https://www.brickeconomy.com/set/41059-1/lego-friends-jungle-rescue-jungle-tree-sanctuary
41500-1,Flain,Mixels,Series 1,2014,58,0,Retail,True,18/02/2014,27/05/2014,"3;99 €","3;99 €","25;83 €",547.32,New,,,Default,Owned,https://www.brickeconomy.com/set/41500-1/lego-mixels-flain
41501-1,Vulk,Mixels,Series 1,2014,69,0,Retail,True,18/02/2014,23/06/2014,"3;99 €","3;99 €","13;09 €",227.96,New,,,Default,Owned,https://www.brickeconomy.com/set/41501-1/lego-mixels-vulk
41502-1,Zorch,Mixels,Series 1,2014,45,0,Retail,True,18/02/2014,19/07/2014,"3;99 €","3;99 €","15;42 €",286.41,New,,,Default,Owned,https://www.brickeconomy.com/set/41502-1/lego-mixels-zorch
41503-1,Krader,Mixels,Series 1,2014,66,0,Retail,True,18/02/2014,15/06/2014,"3;99 €","3;99 €","17;59 €",340.88,New,,,Default,Owned,https://www.brickeconomy.com/set/41503-1/lego-mixels-krader
41504-1,Seismo,Mixels,Series 1,2014,50,0,Retail,True,18/02/2014,14/05/2014,"3;99 €","3;99 €","21;82 €",446.75,New,,,Default,Owned,https://www.brickeconomy.com/set/41504-1/lego-mixels-seismo
41505-1,Shuff,Mixels,Series 1,2014,51,0,Retail,True,18/02/2014,27/05/2014,"3;99 €","3;99 €","15;23 €",281.77,New,,,Default,Owned,https://www.brickeconomy.com/set/41505-1/lego-mixels-shuff
41506-1,Teslo,Mixels,Series 1,2014,54,0,Retail,True,18/02/2014,06/05/2014,"3;99 €","3;99 €","37;44 €",838.23,New,,,Default,Owned,https://www.brickeconomy.com/set/41506-1/lego-mixels-teslo
41507-1,Zaptor,Mixels,Series 1,2014,61,0,Retail,True,18/02/2014,13/05/2014,"3;99 €","3;99 €","22;53 €",464.61,New,,,Default,Owned,https://www.brickeconomy.com/set/41507-1/lego-mixels-zaptor
41508-1,Volectro,Mixels,Series 1,2014,70,0,Retail,True,18/02/2014,09/05/2014,"3;99 €","3;99 €","23;73 €",494.83,New,,,Default,Owned,https://www.brickeconomy.com/set/41508-1/lego-mixels-volectro
41509-1,Slumbo,Mixels,Series 2,2014,61,0,Retail,True,03/06/2014,04/10/2014,"3;99 €","3;99 €","16;88 €",323.02,New,,,Default,Owned,https://www.brickeconomy.com/set/41509-1/lego-mixels-slumbo
41510-1,Lunk,Mixels,Series 2,2014,51,0,Retail,True,03/06/2014,11/10/2014,"3;99 €","3;99 €","15;83 €",296.77,New,,,Default,Owned,https://www.brickeconomy.com/set/41510-1/lego-mixels-lunk
41511-1,Flurr,Mixels,Series 2,2014,46,0,Retail,True,03/06/2014,04/10/2014,"3;99 €","3;99 €","16;85 €",322.36,New,,,Default,Owned,https://www.brickeconomy.com/set/41511-1/lego-mixels-flurr
41512-1,Chomly,Mixels,Series 2,2014,68,0,Retail,True,03/06/2014,30/12/2014,"3;99 €","3;99 €","14;23 €",256.63,New,,,Default,Owned,https://www.brickeconomy.com/set/41512-1/lego-mixels-chomly
41513-1,Gobba,Mixels,Series 2,2014,57,0,Retail,True,03/06/2014,04/10/2014,"3;99 €","3;99 €","18;58 €",365.58,New,,,Default,Owned,https://www.brickeconomy.com/set/41513-1/lego-mixels-gobba
41514-1,Jawg,Mixels,Series 2,2014,61,0,Retail,True,13/06/2014,04/10/2014,"3;99 €","3;99 €","20;05 €",402.42,New,,,Default,Owned,https://www.brickeconomy.com/set/41514-1/lego-mixels-jawg
41515-1,Kraw,Mixels,Series 2,2014,70,0,Retail,True,03/06/2014,04/10/2014,"3;99 €","3;99 €","19;87 €",398.01,New,,,Default,Owned,https://www.brickeconomy.com/set/41515-1/lego-mixels-kraw
41516-1,Tentro,Mixels,Series 2,2014,69,0,Retail,True,03/06/2014,04/10/2014,"3;99 €","3;99 €","15;78 €",295.45,New,,,Default,Owned,https://www.brickeconomy.com/set/41516-1/lego-mixels-tentro
41517-1,Balk,Mixels,Series 2,2014,68,0,Retail,True,03/06/2014,04/10/2014,"3;99 €","3;99 €","16;57 €",315.30,New,,,Default,Owned,https://www.brickeconomy.com/set/41517-1/lego-mixels-balk
41518-1,Glomp,Mixels,Series 3,2014,64,0,Retail,True,02/09/2014,12/05/2015,"3;99 €","3;99 €","13;18 €",230.39,New,,,Default,Owned,https://www.brickeconomy.com/set/41518-1/lego-mixels-glomp
41519-1,Glurt,Mixels,Series 3,2014,62,0,Retail,True,02/09/2014,18/03/2015,"3;99 €","3;99 €","17;60 €",341.10,New,,,Default,Owned,https://www.brickeconomy.com/set/41519-1/lego-mixels-glurt
41520-1,Torts,Mixels,Series 3,2014,48,0,Retail,True,02/09/2014,21/06/2015,"3;99 €","3;99 €","12;60 €",215.83,New,,,Default,Owned,https://www.brickeconomy.com/set/41520-1/lego-mixels-torts
41521-1,Footi,Mixels,Series 3,2014,72,0,Retail,True,02/09/2014,08/03/2015,"3;99 €","3;99 €","14;95 €",274.72,New,,,Default,Owned,https://www.brickeconomy.com/set/41521-1/lego-mixels-footi
41522-1,Scorpi,Mixels,Series 3,2014,70,0,Retail,True,02/09/2014,08/03/2015,"3;99 €","3;99 €","21;99 €",451.16,New,,,Default,Owned,https://www.brickeconomy.com/set/41522-1/lego-mixels-scorpi
41523-1,Hoogi,Mixels,Series 3,2014,69,0,Retail,True,02/09/2014,04/03/2015,"3;99 €","3;99 €","14;19 €",255.53,New,,,Default,Owned,https://www.brickeconomy.com/set/41523-1/lego-mixels-hoogi
41524-1,Mesmo,Mixels,Series 3,2014,64,0,Retail,True,02/09/2014,17/02/2015,"3;99 €","3;99 €","15;51 €",288.83,New,,,Default,Owned,https://www.brickeconomy.com/set/41524-1/lego-mixels-mesmo
41525-1,Magnifo,Mixels,Series 3,2014,61,0,Retail,True,02/09/2014,08/03/2015,"3;99 €","3;99 €","13;52 €",238.77,New,,,Default,Owned,https://www.brickeconomy.com/set/41525-1/lego-mixels-magnifo
41526-1,Wizwuz,Mixels,Series 3,2014,70,0,Retail,True,02/09/2014,13/03/2015,"3;99 €","3;99 €","15;59 €",290.82,New,,,Default,Owned,https://www.brickeconomy.com/set/41526-1/lego-mixels-wizwuz
42020-1,Twin Rotor Helicopter,Technic,,2014,145,0,Retail,True,27/05/2014,20/12/2015,"9;99 €","9;99 €","41;81 €",318.51,New,,,Default,Owned,https://www.brickeconomy.com/set/42020-1/lego-technic-twin-rotor-helicopter
42021-1,Snowmobile,Technic,,2014,186,0,Retail,True,27/05/2014,23/10/2015,"10;49 €","10;49 €","42;07 €",301.08,New,,,Default,Owned,https://www.brickeconomy.com/set/42021-1/lego-technic-snowmobile
42022-1,Hot Rod,Technic,,2014,414,0,Retail,True,02/08/2014,19/12/2015,"29;99 €","29;99 €","71;55 €",138.59,New,,,Default,Owned,https://www.brickeconomy.com/set/42022-1/lego-technic-hot-rod
42023-1,Construction Crew,Technic,,2014,833,0,Retail,True,02/08/2014,26/12/2015,"59;99 €","59;99 €","123;20 €",105.37,New,,,Default,Owned,https://www.brickeconomy.com/set/42023-1/lego-technic-construction-crew
42024-1,Container Truck,Technic,,2014,948,0,Retail,True,02/08/2014,07/12/2015,"69;99 €","69;99 €","129;97 €",85.69,New,,,Default,Owned,https://www.brickeconomy.com/set/42024-1/lego-technic-container-truck
42025-1,Cargo Plane,Technic,,2014,1297,0,Retail,True,02/08/2014,01/12/2015,"119;99 €","119;99 €","253;64 €",111.39,New,,,Default,Owned,https://www.brickeconomy.com/set/42025-1/lego-technic-cargo-plane
42026-1,Black Champion Racer,Technic,,2014,137,0,Retail,True,27/05/2014,12/11/2015,"19;99 €","19;99 €","46;68 €",133.54,New,,,Default,Owned,https://www.brickeconomy.com/set/42026-1/lego-technic-black-champion-racer
42027-1,Desert Racer,Technic,,2014,148,0,Retail,True,27/05/2014,19/12/2015,"19;99 €","19;99 €","31;22 €",56.19,New,,,Default,Owned,https://www.brickeconomy.com/set/42027-1/lego-technic-desert-racer
42028-1,Bulldozer,Technic,,2014,617,0,Retail,True,02/08/2014,29/10/2015,"39;99 €","39;99 €","131;71 €",229.36,New,,,Default,Owned,https://www.brickeconomy.com/set/42028-1/lego-technic-bulldozer
42029-1,Customised Pick-Up Truck,Technic,,2014,1063,0,Retail,True,09/08/2014,09/11/2015,"89;99 €","89;99 €","167;88 €",86.55,New,,,Default,Owned,https://www.brickeconomy.com/set/42029-1/lego-technic-customised-pick-up-truck
42030-1,Volvo L350F Wheel Loader,Technic,Licensed,2014,1636,0,Retail,True,20/08/2014,26/10/2016,"219;99 €","219;99 €","334;49 €",52.05,New,,,Default,Owned,https://www.brickeconomy.com/set/42030-1/lego-technic-volvo-l350f-wheel-loader
44015-1,EVO Walker,HERO Factory,,2014,51,4,Retail,True,18/02/2014,21/01/2015,"9;99 €","9;99 €","27;47 €",175.01,New,,,Default,Owned,https://www.brickeconomy.com/set/44015-1/lego-hero-factory-evo-walker
44016-1,JAW Beast vs. STORMER,HERO Factory,,2014,49,1,Retail,True,18/02/2014,21/01/2015,"9;99 €","9;99 €","63;33 €",533.97,New,,,Default,Owned,https://www.brickeconomy.com/set/44016-1/lego-hero-factory-jaw-beast-vs-stormer
44017-1,STORMER Freeze Machine,HERO Factory,,2014,88,3,Retail,True,18/02/2014,29/11/2014,"14;99 €","14;99 €","100;94 €",573.36,New,,,Default,Owned,https://www.brickeconomy.com/set/44017-1/lego-hero-factory-stormer-freeze-machine
44018-1,FURNO Jet Machine,HERO Factory,,2014,79,2,Retail,True,18/02/2014,25/01/2015,"14;99 €","14;99 €","73;44 €",389.90,New,,,Default,Owned,https://www.brickeconomy.com/set/44018-1/lego-hero-factory-furno-jet-machine
44019-1,ROCKA Stealth Machine,HERO Factory,,2014,89,2,Retail,True,18/02/2014,21/01/2015,"14;99 €","14;99 €","52;26 €",248.65,New,,,Default,Owned,https://www.brickeconomy.com/set/44019-1/lego-hero-factory-rocka-stealth-machine
44020-1,FLYER Beast vs. BREEZ,HERO Factory,,2014,91,1,Retail,True,18/02/2014,21/01/2015,"14;99 €","14;99 €","69;59 €",364.25,New,,,Default,Owned,https://www.brickeconomy.com/set/44020-1/lego-hero-factory-flyer-beast-vs-breez
44021-1,SPLITTER Beast vs. FURNO & EVO,HERO Factory,,2014,108,2,Retail,True,18/02/2014,25/01/2015,"19;99 €","19;99 €","83;25 €",316.45,New,,,Default,Owned,https://www.brickeconomy.com/set/44021-1/lego-hero-factory-splitter-beast-vs-furno-evo
44022-1,EVO XL Machine,HERO Factory,,2014,193,3,Retail,True,18/02/2014,24/01/2015,"24;99 €","24;99 €","84;22 €",237.00,New,,,Default,Owned,https://www.brickeconomy.com/set/44022-1/lego-hero-factory-evo-xl-machine
